salesid,gamename,platform,year_of_release,genre,developer,na_sales,eu_sales,jp_sales,other_sales,global_sales,salesyear
27238,Angry Birds: Rio,PC,2011,Puzzle,Focus Home Interactive,0.01,0.01,0.01,0.01,0.04,2013
27239,Angry Birds: Rio,PC,2011,Puzzle,Focus Home Interactive,0.01,0.01,0.01,0.01,0.04,2017
27240,Championship Foosball,Wii,2008,Sports,505 Games,0.01,0.01,0.01,0.01,0.04,2010
27241,Championship Foosball,Wii,2008,Sports,505 Games,0.01,0.01,0.01,0.01,0.04,2021
27242,Backyard Sports: Sandlot Sluggers,X360,2010,Sports,Atari,0.01,0.01,0.01,0.01,0.04,2010
27243,Backyard Sports: Sandlot Sluggers,X360,2010,Sports,Atari,0.01,0.01,0.01,0.01,0.04,2015
27244,Backyard Sports: Sandlot Sluggers,X360,2010,Sports,Atari,0.01,0.01,0.01,0.01,0.04,2020
27245,ESPN NBA 2Night,PS2,2000,Sports,Konami Digital Entertainment,0.01,0.01,0.01,0.01,0.04,2001
27246,ESPN NBA 2Night,PS2,2000,Sports,Konami Digital Entertainment,0.01,0.01,0.01,0.01,0.04,2011
27247,ESPN NBA 2Night,PS2,2000,Sports,Konami Digital Entertainment,0.01,0.01,0.01,0.01,0.04,2019
27248,Uta no Prince-Sama: Debut,PSP,2012,Adventure,Broccoli,0.01,0.01,0.01,0.01,0.04,2014
27249,Uta no Prince-Sama: Debut,PSP,2012,Adventure,Broccoli,0.01,0.01,0.01,0.01,0.04,2016
27250,Uta no Prince-Sama: Debut,PSP,2012,Adventure,Broccoli,0.01,0.01,0.01,0.01,0.04,2019
27251,Ford Mustang: The Legend Lives,XB,2005,Racing,Take-Two Interactive,0.01,0.01,0.01,0.01,0.04,2008
27252,Ford Mustang: The Legend Lives,XB,2005,Racing,Take-Two Interactive,0.01,0.01,0.01,0.01,0.04,2014
27253,Ford Mustang: The Legend Lives,XB,2005,Racing,Take-Two Interactive,0.01,0.01,0.01,0.01,0.04,2018
27254,Freekstyle,GC,2002,Racing,Electronic Arts,0.01,0.01,0.01,0.01,0.04,2003
27255,Freekstyle,GC,2002,Racing,Electronic Arts,0.01,0.01,0.01,0.01,0.04,2011
27256,Freekstyle,GC,2002,Racing,Electronic Arts,0.01,0.01,0.01,0.01,0.04,2015
27257,Freekstyle,GC,2002,Racing,Electronic Arts,0.01,0.01,0.01,0.01,0.04,2019
27258,Galactic Taz Ball,DS,2010,Platform,Warner Bros. Interactive Entertainment,0.01,0.01,0.01,0.01,0.04,2012
27259,Galactic Taz Ball,DS,2010,Platform,Warner Bros. Interactive Entertainment,0.01,0.01,0.01,0.01,0.04,2015
27260,Galactic Taz Ball,DS,2010,Platform,Warner Bros. Interactive Entertainment,0.01,0.01,0.01,0.01,0.04,2017
27261,Galactic Taz Ball,DS,2010,Platform,Warner Bros. Interactive Entertainment,0.01,0.01,0.01,0.01,0.04,2021
27262,Virtua Fighter CG Portrait Series Vol.3: Akira Yuki,SAT,1995,Misc,Sega,0.01,0.01,0.01,0.01,0.04,1995
27263,Virtua Fighter CG Portrait Series Vol.3: Akira Yuki,SAT,1995,Misc,Sega,0.01,0.01,0.01,0.01,0.04,2005
27264,Virtua Fighter CG Portrait Series Vol.3: Akira Yuki,SAT,1995,Misc,Sega,0.01,0.01,0.01,0.01,0.04,2018
27265,PAC-MAN and the Ghostly Adventures,3DS,2013,Platform,Namco Bandai Games,0.01,0.01,0.01,0.01,0.04,2014
27266,PAC-MAN and the Ghostly Adventures,3DS,2013,Platform,Namco Bandai Games,0.01,0.01,0.01,0.01,0.04,2019
27267,Digimon Rumble Arena 2,PS2,2004,Fighting,Atari,0.01,0.01,0.01,0.01,0.04,2018
27268,Dora the Explorer: Dora Saves the Crystal Kingdom,PS2,2009,Misc,Take-Two Interactive,0.01,0.01,0.01,0.01,0.04,2011
27269,Dora the Explorer: Dora Saves the Crystal Kingdom,PS2,2009,Misc,Take-Two Interactive,0.01,0.01,0.01,0.01,0.04,2013
27270,Dora the Explorer: Dora Saves the Crystal Kingdom,PS2,2009,Misc,Take-Two Interactive,0.01,0.01,0.01,0.01,0.04,2017
27271,Dora the Explorer: Dora Saves the Crystal Kingdom,PS2,2009,Misc,Take-Two Interactive,0.01,0.01,0.01,0.01,0.04,2019
27272,Shockwave Assault,PS,1995,Simulation,Electronic Arts,0.01,0.01,0.01,0.01,0.04,1998
27273,Shockwave Assault,PS,1995,Simulation,Electronic Arts,0.01,0.01,0.01,0.01,0.04,2014
27274,Teenage Mutant Ninja Turtles: Mutants in Manhattan,PS4,2016,Action,Activision,0.01,0.01,0.01,0.01,0.04,2018
27275,Ribbit King,PS2,2003,Sports,Atari,0.01,0.01,0.01,0.01,0.04,2008
27276,Ribbit King,PS2,2003,Sports,Atari,0.01,0.01,0.01,0.01,0.04,2013
27277,Ribbit King,PS2,2003,Sports,Atari,0.01,0.01,0.01,0.01,0.04,2020
27278,Minecraft: Story Mode,PC,2015,Adventure,Mojang,0.01,0.01,0.01,0.01,0.04,2021
27279,Alien Hominid,GC,2004,Shooter,O3 Entertainment,0.01,0.01,0.01,0.01,0.04,2005
27280,Alien Hominid,GC,2004,Shooter,O3 Entertainment,0.01,0.01,0.01,0.01,0.04,2010
27281,Alien Hominid,GC,2004,Shooter,O3 Entertainment,0.01,0.01,0.01,0.01,0.04,2017
27282,World Championship Poker 2: Featuring Howard Lederer,XB,2005,Misc,Crave Entertainment,0.01,0.01,0.01,0.01,0.04,2012
27283,Rygar: The Battle of Argus,Wii,2008,Action,Rising Star Games,0.01,0.01,0.01,0.01,0.04,2010
27284,Rygar: The Battle of Argus,Wii,2008,Action,Rising Star Games,0.01,0.01,0.01,0.01,0.04,2012
27285,Rygar: The Battle of Argus,Wii,2008,Action,Rising Star Games,0.01,0.01,0.01,0.01,0.04,2019
27286,Pro Yakyuu Greatest Nine 98,SAT,1998,Sports,Sega,0.01,0.01,0.01,0.01,0.04,1998
27287,Pro Yakyuu Greatest Nine 98,SAT,1998,Sports,Sega,0.01,0.01,0.01,0.01,0.04,2011
27288,Pro Yakyuu Greatest Nine 98,SAT,1998,Sports,Sega,0.01,0.01,0.01,0.01,0.04,2016
27289,Snood 2: On Vacation,DS,2005,Puzzle,Zoo Digital Publishing,0.01,0.01,0.01,0.01,0.04,2007
27290,Snood 2: On Vacation,DS,2005,Puzzle,Zoo Digital Publishing,0.01,0.01,0.01,0.01,0.04,2010
27291,Snood 2: On Vacation,DS,2005,Puzzle,Zoo Digital Publishing,0.01,0.01,0.01,0.01,0.04,2016
27292,Snood 2: On Vacation,DS,2005,Puzzle,Zoo Digital Publishing,0.01,0.01,0.01,0.01,0.04,2020
27293,Learn Chess,DS,2009,Misc,DreamCatcher Interactive,0.01,0.01,0.01,0.01,0.04,2014
27294,Learn Chess,DS,2009,Misc,DreamCatcher Interactive,0.01,0.01,0.01,0.01,0.04,2017
27295,Ninja Gaiden Black,XB,2005,Action,Microsoft Game Studios,0.01,0.01,0.01,0.01,0.04,2016
27296,Bogey: Dead 6,PS,1996,Simulation,Sony Computer Entertainment,0.01,0.01,0.01,0.01,0.04,2001
27297,Bogey: Dead 6,PS,1996,Simulation,Sony Computer Entertainment,0.01,0.01,0.01,0.01,0.04,2005
27298,Bogey: Dead 6,PS,1996,Simulation,Sony Computer Entertainment,0.01,0.01,0.01,0.01,0.04,2008
27299,Bogey: Dead 6,PS,1996,Simulation,Sony Computer Entertainment,0.01,0.01,0.01,0.01,0.04,2015
27300,Scooby-Doo! Who's Watching Who?,DS,2006,Adventure,THQ,0.01,0.01,0.01,0.01,0.04,2006
27301,Scooby-Doo! Who's Watching Who?,DS,2006,Adventure,THQ,0.01,0.01,0.01,0.01,0.04,2015
27302,Touch Detective,DS,2006,Adventure,505 Games,0.01,0.01,0.01,0.01,0.04,2013
27303,Touch Detective,DS,2006,Adventure,505 Games,0.01,0.01,0.01,0.01,0.04,2016
27304,Hakuouki: Zuisouroku Portable,PSP,2010,Adventure,Idea Factory,0.01,0.01,0.01,0.01,0.04,2021
27305,Imagine: Reporter,DS,2010,Simulation,Ubisoft,0.01,0.01,0.01,0.01,0.04,2010
27306,Imagine: Reporter,DS,2010,Simulation,Ubisoft,0.01,0.01,0.01,0.01,0.04,2016
27307,Imagine: Reporter,DS,2010,Simulation,Ubisoft,0.01,0.01,0.01,0.01,0.04,2020
27308,Puyo Pop Fever (JP sales),DS,2004,Puzzle,Ignition Entertainment,0.01,0.01,0.01,0.01,0.04,2004
27309,Dragon Ball Kai: Ultimate Butouden,DS,2011,Fighting,Namco Bandai Games,0.01,0.01,0.01,0.01,0.04,2012
27310,Dragon Ball Kai: Ultimate Butouden,DS,2011,Fighting,Namco Bandai Games,0.01,0.01,0.01,0.01,0.04,2014
27311,Dragon Ball Kai: Ultimate Butouden,DS,2011,Fighting,Namco Bandai Games,0.01,0.01,0.01,0.01,0.04,2018
27312,Yu-Gi-Oh! GX: The Beginning of Destiny (US sales),PS2,2007,Strategy,Konami Digital Entertainment,0.01,0.01,0.01,0.01,0.04,2007
27313,Yu-Gi-Oh! GX: The Beginning of Destiny (US sales),PS2,2007,Strategy,Konami Digital Entertainment,0.01,0.01,0.01,0.01,0.04,2010
27314,Yu-Gi-Oh! GX: The Beginning of Destiny (US sales),PS2,2007,Strategy,Konami Digital Entertainment,0.01,0.01,0.01,0.01,0.04,2013
27315,Yu-Gi-Oh! GX: The Beginning of Destiny (US sales),PS2,2007,Strategy,Konami Digital Entertainment,0.01,0.01,0.01,0.01,0.04,2017
27316,Shin Megami Tensei,PS,2001,Role-Playing,Atlus,0.01,0.01,0.01,0.01,0.04,2002
27317,Shin Megami Tensei,PS,2001,Role-Playing,Atlus,0.01,0.01,0.01,0.01,0.04,2012
27318,Trivial Pursuit unhinged,XB,2004,Misc,Atari,0.01,0.01,0.01,0.01,0.04,2005
27319,Trivial Pursuit unhinged,XB,2004,Misc,Atari,0.01,0.01,0.01,0.01,0.04,2020
27320,NCAA March Madness 08,PS3,2007,Sports,Electronic Arts,0.01,0.01,0.01,0.01,0.04,2007
27321,InuYasha: Secret of the Divine Jewel,DS,2007,Role-Playing,Namco Bandai Games,0.01,0.01,0.01,0.01,0.04,2019
27322,Major League Baseball 2K12,PSP,2012,Sports,Take-Two Interactive,0.01,0.01,0.01,0.01,0.04,2021
27323,The Revenge of Shinobi,GBA,2002,Platform,Atari,0.01,0.01,0.01,0.01,0.04,2008
27324,Bloody Roar 4,PS2,2003,Fighting,Konami Digital Entertainment,0.01,0.01,0.01,0.01,0.04,2004
27325,Bloody Roar 4,PS2,2003,Fighting,Konami Digital Entertainment,0.01,0.01,0.01,0.01,0.04,2010
27326,Bloody Roar 4,PS2,2003,Fighting,Konami Digital Entertainment,0.01,0.01,0.01,0.01,0.04,2020
27327,Let's Ride! Silver Buckle Stables,PS2,2006,Sports,THQ,0.01,0.01,0.01,0.01,0.04,2006
27328,Let's Ride! Silver Buckle Stables,PS2,2006,Sports,THQ,0.01,0.01,0.01,0.01,0.04,2012
27329,Let's Ride! Silver Buckle Stables,PS2,2006,Sports,THQ,0.01,0.01,0.01,0.01,0.04,2014
27330,Let's Ride! Silver Buckle Stables,PS2,2006,Sports,THQ,0.01,0.01,0.01,0.01,0.04,2020
27331,The Story of Noah's Ark,DS,2010,Action,SouthPeak Games,0.01,0.01,0.01,0.01,0.04,2011
27332,The Story of Noah's Ark,DS,2010,Action,SouthPeak Games,0.01,0.01,0.01,0.01,0.04,2017
27333,The Story of Noah's Ark,DS,2010,Action,SouthPeak Games,0.01,0.01,0.01,0.01,0.04,2020
27334,Atari Classics Evolved,PSP,2007,Misc,Atari,0.01,0.01,0.01,0.01,0.04,2008
27335,Atari Classics Evolved,PSP,2007,Misc,Atari,0.01,0.01,0.01,0.01,0.04,2011
27336,Atari Classics Evolved,PSP,2007,Misc,Atari,0.01,0.01,0.01,0.01,0.04,2014
27337,Atari Classics Evolved,PSP,2007,Misc,Atari,0.01,0.01,0.01,0.01,0.04,2016
27338,Cabela's Big Game Hunter,GBA,2002,Sports,Activision Value,0.01,0.01,0.01,0.01,0.04,2003
27339,Cabela's Big Game Hunter,GBA,2002,Sports,Activision Value,0.01,0.01,0.01,0.01,0.04,2007
27340,Cabela's Big Game Hunter,GBA,2002,Sports,Activision Value,0.01,0.01,0.01,0.01,0.04,2015
27341,Cabela's Big Game Hunter,GBA,2002,Sports,Activision Value,0.01,0.01,0.01,0.01,0.04,2019
27342,I-Ninja,GC,2003,Platform,Namco Bandai Games,0.01,0.01,0.01,0.01,0.04,2004
27343,I-Ninja,GC,2003,Platform,Namco Bandai Games,0.01,0.01,0.01,0.01,0.04,2009
27344,I-Ninja,GC,2003,Platform,Namco Bandai Games,0.01,0.01,0.01,0.01,0.04,2020
27345,World Soccer Winning Eleven 2010: Aoki Samurai no Chousen,PS2,2010,Sports,Konami Digital Entertainment,0.01,0.01,0.01,0.01,0.04,2018
27346,Dragon Tales: Dragon Seek,PS,2000,Platform,Ubisoft,0.01,0.01,0.01,0.01,0.04,2001
27347,Dragon Tales: Dragon Seek,PS,2000,Platform,Ubisoft,0.01,0.01,0.01,0.01,0.04,2010
27348,Dragon Tales: Dragon Seek,PS,2000,Platform,Ubisoft,0.01,0.01,0.01,0.01,0.04,2018
27349,Yourself Fitness,XB,2004,Sports,responDESIGN,0.01,0.01,0.01,0.01,0.04,2007
27350,Yourself Fitness,XB,2004,Sports,responDESIGN,0.01,0.01,0.01,0.01,0.04,2015
27351,Yourself Fitness,XB,2004,Sports,responDESIGN,0.01,0.01,0.01,0.01,0.04,2018
27352,Tak: The Great Juju Challenge,DS,2005,Platform,THQ,0.01,0.01,0.01,0.01,0.04,2020
27353,Steins;Gate 0,PSV,2015,Adventure,PQube,0.01,0.01,0.01,0.01,0.04,2015
27354,Steins;Gate 0,PSV,2015,Adventure,PQube,0.01,0.01,0.01,0.01,0.04,2016
27355,Steins;Gate 0,PSV,2015,Adventure,PQube,0.01,0.01,0.01,0.01,0.04,2017
27356,Steins;Gate 0,PSV,2015,Adventure,PQube,0.01,0.01,0.01,0.01,0.04,2018
27357,Ghostbusters: The Video Game (DS Version),PC,2010,Action,Take-Two Interactive,0.01,0.01,0.01,0.01,0.04,2011
27358,Ghostbusters: The Video Game (DS Version),PC,2010,Action,Take-Two Interactive,0.01,0.01,0.01,0.01,0.04,2016
27359,Ghostbusters: The Video Game (DS Version),PC,2010,Action,Take-Two Interactive,0.01,0.01,0.01,0.01,0.04,2018
27360,Dance on Broadway,PS3,2011,Misc,Ubisoft,0.01,0.01,0.01,0.01,0.04,2019
27361,Resident Evil Chronicles HD,PS3,2012,Shooter,Capcom,0.01,0.01,0.01,0.01,0.04,2012
27362,Resident Evil Chronicles HD,PS3,2012,Shooter,Capcom,0.01,0.01,0.01,0.01,0.04,2015
27363,Resident Evil Chronicles HD,PS3,2012,Shooter,Capcom,0.01,0.01,0.01,0.01,0.04,2017
27364,Resident Evil Chronicles HD,PS3,2012,Shooter,Capcom,0.01,0.01,0.01,0.01,0.04,2018
27365,Football Manager 2017,PC,2016,Simulation,Sega,0.01,0.01,0.01,0.01,0.04,2021
27366,Return Fire,PS,1996,Strategy,Time Warner Interactive,0.01,0.01,0.01,0.01,0.04,2000
27367,Return Fire,PS,1996,Strategy,Time Warner Interactive,0.01,0.01,0.01,0.01,0.04,2018
27368,Wild ARMs: Alter Code F,PS2,2003,Role-Playing,Sony Computer Entertainment,0.01,0.01,0.01,0.01,0.04,2004
27369,Wild ARMs: Alter Code F,PS2,2003,Role-Playing,Sony Computer Entertainment,0.01,0.01,0.01,0.01,0.04,2011
27370,Wild ARMs: Alter Code F,PS2,2003,Role-Playing,Sony Computer Entertainment,0.01,0.01,0.01,0.01,0.04,2019
27371,Army Corps of Hell,PSV,2011,Action,Square Enix,0.01,0.01,0.01,0.01,0.04,2011
27372,Army Corps of Hell,PSV,2011,Action,Square Enix,0.01,0.01,0.01,0.01,0.04,2016
27373,Army Corps of Hell,PSV,2011,Action,Square Enix,0.01,0.01,0.01,0.01,0.04,2018
27374,Bomberman Max 2: Blue Advance,GBA,2002,Puzzle,Vivendi Games,0.01,0.01,0.01,0.01,0.04,2003
27375,Bomberman Max 2: Blue Advance,GBA,2002,Puzzle,Vivendi Games,0.01,0.01,0.01,0.01,0.04,2007
27376,Bomberman Max 2: Blue Advance,GBA,2002,Puzzle,Vivendi Games,0.01,0.01,0.01,0.01,0.04,2014
27377,Bomberman Max 2: Blue Advance,GBA,2002,Puzzle,Vivendi Games,0.01,0.01,0.01,0.01,0.04,2018
27378,Mind Quiz,PSP,2006,Action,Ubisoft,0.01,0.01,0.01,0.01,0.04,2007
27379,Mind Quiz,PSP,2006,Action,Ubisoft,0.01,0.01,0.01,0.01,0.04,2012
27380,Mind Quiz,PSP,2006,Action,Ubisoft,0.01,0.01,0.01,0.01,0.04,2017
27381,Mind Quiz,PSP,2006,Action,Ubisoft,0.01,0.01,0.01,0.01,0.04,2019
27382,Shrek SuperSlam,XB,2005,Action,Activision,0.01,0.01,0.01,0.01,0.04,2009
27383,Shrek SuperSlam,XB,2005,Action,Activision,0.01,0.01,0.01,0.01,0.04,2013
27384,MXGP 2,PS4,2016,Racing,Milestone S.r.l.,0.01,0.01,0.01,0.01,0.04,2016
27385,MXGP 2,PS4,2016,Racing,Milestone S.r.l.,0.01,0.01,0.01,0.01,0.04,2017
27386,MXGP 2,PS4,2016,Racing,Milestone S.r.l.,0.01,0.01,0.01,0.01,0.04,2018
27387,MXGP 2,PS4,2016,Racing,Milestone S.r.l.,0.01,0.01,0.01,0.01,0.04,2019
27388,Ultimate Mortal Kombat,DS,2007,Fighting,Midway Games,0.01,0.01,0.01,0.01,0.04,2008
27389,Ultimate Mortal Kombat,DS,2007,Fighting,Midway Games,0.01,0.01,0.01,0.01,0.04,2011
27390,Ultimate Mortal Kombat,DS,2007,Fighting,Midway Games,0.01,0.01,0.01,0.01,0.04,2015
27391,Ultimate Mortal Kombat,DS,2007,Fighting,Midway Games,0.01,0.01,0.01,0.01,0.04,2016
27392,Hyperdimension Idol Neptunia PP,PSV,2013,Misc,Namco Bandai Games,0.01,0.01,0.01,0.01,0.04,2015
27393,Rapid Reload,PS,1995,Shooter,Sony Computer Entertainment,0.01,0.01,0.01,0.01,0.04,1999
27394,Rapid Reload,PS,1995,Shooter,Sony Computer Entertainment,0.01,0.01,0.01,0.01,0.04,2005
27395,Rapid Reload,PS,1995,Shooter,Sony Computer Entertainment,0.01,0.01,0.01,0.01,0.04,2007
27396,Rapid Reload,PS,1995,Shooter,Sony Computer Entertainment,0.01,0.01,0.01,0.01,0.04,2016
27397,Alien Monster Bowling League,Wii,2009,Sports,Destineer,0.01,0.01,0.01,0.01,0.04,2010
27398,Alien Monster Bowling League,Wii,2009,Sports,Destineer,0.01,0.01,0.01,0.01,0.04,2016
27399,Alien Monster Bowling League,Wii,2009,Sports,Destineer,0.01,0.01,0.01,0.01,0.04,2017
27400,New Legends,XB,2002,Action,THQ,0.01,0.01,0.01,0.01,0.04,2002
27401,New Legends,XB,2002,Action,THQ,0.01,0.01,0.01,0.01,0.04,2010
27402,New Legends,XB,2002,Action,THQ,0.01,0.01,0.01,0.01,0.04,2015
27403,Total Overdose: A Gunslinger's Tale in Mexico,PS2,2005,Shooter,Eidos Interactive,0.01,0.01,0.01,0.01,0.04,2011
27404,Total Overdose: A Gunslinger's Tale in Mexico,PS2,2005,Shooter,Eidos Interactive,0.01,0.01,0.01,0.01,0.04,2018
27405,Island Xtreme Stunts,PS2,2002,Action,Electronic Arts,0.01,0.01,0.01,0.01,0.04,2003
27406,Island Xtreme Stunts,PS2,2002,Action,Electronic Arts,0.01,0.01,0.01,0.01,0.04,2012
27407,Agassi Tennis Generation,PS2,2003,Sports,DreamCatcher Interactive,0.01,0.01,0.01,0.01,0.04,2003
27408,Agassi Tennis Generation,PS2,2003,Sports,DreamCatcher Interactive,0.01,0.01,0.01,0.01,0.04,2010
27409,Agassi Tennis Generation,PS2,2003,Sports,DreamCatcher Interactive,0.01,0.01,0.01,0.01,0.04,2011
27410,Agassi Tennis Generation,PS2,2003,Sports,DreamCatcher Interactive,0.01,0.01,0.01,0.01,0.04,2016
27411,I Love Puppies,DS,2010,Simulation,Destineer,0.01,0.01,0.01,0.01,0.04,2012
27412,I Love Puppies,DS,2010,Simulation,Destineer,0.01,0.01,0.01,0.01,0.04,2015
27413,I Love Puppies,DS,2010,Simulation,Destineer,0.01,0.01,0.01,0.01,0.04,2016
27414,I Love Puppies,DS,2010,Simulation,Destineer,0.01,0.01,0.01,0.01,0.04,2021
27415,Metal Slug X,PS,2001,Shooter,Virgin Interactive,0.01,0.01,0.01,0.01,0.04,2001
27416,Metal Slug X,PS,2001,Shooter,Virgin Interactive,0.01,0.01,0.01,0.01,0.04,2009
27417,Metal Slug X,PS,2001,Shooter,Virgin Interactive,0.01,0.01,0.01,0.01,0.04,2014
27418,Metal Slug X,PS,2001,Shooter,Virgin Interactive,0.01,0.01,0.01,0.01,0.04,2020
27419,Running Wild,PS,1997,Racing,989 Studios,0.01,0.01,0.01,0.01,0.04,2009
27420,Romance of the Three Kingdoms X,PS2,2005,Strategy,Tecmo Koei,0.01,0.01,0.01,0.01,0.04,2005
27421,Romance of the Three Kingdoms X,PS2,2005,Strategy,Tecmo Koei,0.01,0.01,0.01,0.01,0.04,2011
27422,Romance of the Three Kingdoms X,PS2,2005,Strategy,Tecmo Koei,0.01,0.01,0.01,0.01,0.04,2017
27423,Brigandine: The Legend of Forsena,PS,1998,Strategy,Atlus,0.01,0.01,0.01,0.01,0.04,2002
27424,Brigandine: The Legend of Forsena,PS,1998,Strategy,Atlus,0.01,0.01,0.01,0.01,0.04,2006
27425,Brigandine: The Legend of Forsena,PS,1998,Strategy,Atlus,0.01,0.01,0.01,0.01,0.04,2017
27426,Prinny: Can I Really Be the Hero?,PSP,2008,Platform,Tecmo Koei,0.01,0.01,0.01,0.01,0.04,2010
27427,Prinny: Can I Really Be the Hero?,PSP,2008,Platform,Tecmo Koei,0.01,0.01,0.01,0.01,0.04,2012
27428,Prinny: Can I Really Be the Hero?,PSP,2008,Platform,Tecmo Koei,0.01,0.01,0.01,0.01,0.04,2014
27429,Prinny: Can I Really Be the Hero?,PSP,2008,Platform,Tecmo Koei,0.01,0.01,0.01,0.01,0.04,2018
27430,MX SuperFly featuring Ricky Carmichael,GC,2002,Racing,THQ,0.01,0.01,0.01,0.01,0.04,2007
27431,MX SuperFly featuring Ricky Carmichael,GC,2002,Racing,THQ,0.01,0.01,0.01,0.01,0.04,2010
27432,MX SuperFly featuring Ricky Carmichael,GC,2002,Racing,THQ,0.01,0.01,0.01,0.01,0.04,2015
27433,Green Lantern: Rise of the Manhunters,Wii,2011,Action,Warner Bros. Interactive Entertainment,0.01,0.01,0.01,0.01,0.04,2015
27434,Green Lantern: Rise of the Manhunters,Wii,2011,Action,Warner Bros. Interactive Entertainment,0.01,0.01,0.01,0.01,0.04,2018
27435,Disney's The Haunted Mansion,XB,2003,Platform,Take-Two Interactive,0.01,0.01,0.01,0.01,0.04,2007
27436,Disney's The Haunted Mansion,XB,2003,Platform,Take-Two Interactive,0.01,0.01,0.01,0.01,0.04,2012
27437,Disney's The Haunted Mansion,XB,2003,Platform,Take-Two Interactive,0.01,0.01,0.01,0.01,0.04,2017
27438,Sound Novel Machi,SAT,1998,Adventure,ChunSoft,0.01,0.01,0.01,0.01,0.04,1999
27439,Sound Novel Machi,SAT,1998,Adventure,ChunSoft,0.01,0.01,0.01,0.01,0.04,2011
27440,Sound Novel Machi,SAT,1998,Adventure,ChunSoft,0.01,0.01,0.01,0.01,0.04,2016
27441,GripShift,PSP,2005,Racing,Ubisoft,0.01,0.01,0.01,0.01,0.04,2007
27442,GripShift,PSP,2005,Racing,Ubisoft,0.01,0.01,0.01,0.01,0.04,2012
27443,GripShift,PSP,2005,Racing,Ubisoft,0.01,0.01,0.01,0.01,0.04,2015
27444,GripShift,PSP,2005,Racing,Ubisoft,0.01,0.01,0.01,0.01,0.04,2019
27445,Jenga World Tour,DS,2007,Misc,Atari,0.01,0.01,0.01,0.01,0.04,2008
27446,Jenga World Tour,DS,2007,Misc,Atari,0.01,0.01,0.01,0.01,0.04,2010
27447,Jenga World Tour,DS,2007,Misc,Atari,0.01,0.01,0.01,0.01,0.04,2014
27448,Jenga World Tour,DS,2007,Misc,Atari,0.01,0.01,0.01,0.01,0.04,2016
27449,Fighting Fantasy: The Warlock of Firetop Mountain,DS,2009,Role-Playing,Aspyr,0.01,0.01,0.01,0.01,0.04,2009
27450,Fighting Fantasy: The Warlock of Firetop Mountain,DS,2009,Role-Playing,Aspyr,0.01,0.01,0.01,0.01,0.04,2018
27451,FIFA 2001: Major League Soccer,PS2,2000,Sports,Electronic Arts,0.01,0.01,0.01,0.01,0.04,2014
27452,The Daring Game for Girls,Wii,,Adventure,Unknown,0.01,0.01,0.01,0.01,0.04,2018
27453,Alvin and the Chipmunks: Chipwrecked,Wii,2011,Misc,505 Games,0.01,0.01,0.01,0.01,0.04,2011
27454,Alvin and the Chipmunks: Chipwrecked,Wii,2011,Misc,505 Games,0.01,0.01,0.01,0.01,0.04,2013
27455,Alvin and the Chipmunks: Chipwrecked,Wii,2011,Misc,505 Games,0.01,0.01,0.01,0.01,0.04,2015
27456,Alvin and the Chipmunks: Chipwrecked,Wii,2011,Misc,505 Games,0.01,0.01,0.01,0.01,0.04,2018
27457,NHL 2K8,PS3,2007,Sports,Take-Two Interactive,0.01,0.01,0.01,0.01,0.04,2011
27458,NHL 2K8,PS3,2007,Sports,Take-Two Interactive,0.01,0.01,0.01,0.01,0.04,2016
27459,NHL 2K8,PS3,2007,Sports,Take-Two Interactive,0.01,0.01,0.01,0.01,0.04,2020
27460,Jikkyou Powerful Pro Yakyuu 14 Ketteiban,PS2,2007,Sports,Konami Digital Entertainment,0.01,0.01,0.01,0.01,0.04,2013
27461,Jikkyou Powerful Pro Yakyuu 14 Ketteiban,PS2,2007,Sports,Konami Digital Entertainment,0.01,0.01,0.01,0.01,0.04,2018
27462,Beowulf: The Game,PSP,2007,Action,Ubisoft,0.01,0.01,0.01,0.01,0.04,2013
27463,Beowulf: The Game,PSP,2007,Action,Ubisoft,0.01,0.01,0.01,0.01,0.04,2014
27464,Skies of Arcadia,DC,2000,Role-Playing,Sega,0.01,0.01,0.01,0.01,0.04,2003
27465,Skies of Arcadia,DC,2000,Role-Playing,Sega,0.01,0.01,0.01,0.01,0.04,2011
27466,Skies of Arcadia,DC,2000,Role-Playing,Sega,0.01,0.01,0.01,0.01,0.04,2018
27467,NASCAR: Dirt to Daytona,GC,2002,Racing,Infogrames,0.01,0.01,0.01,0.01,0.04,2004
27468,NASCAR: Dirt to Daytona,GC,2002,Racing,Infogrames,0.01,0.01,0.01,0.01,0.04,2011
27469,NASCAR: Dirt to Daytona,GC,2002,Racing,Infogrames,0.01,0.01,0.01,0.01,0.04,2014
27470,Demon Chaos,PS2,,Action,Konami Digital Entertainment,0.01,0.01,0.01,0.01,0.04,2000
27471,Demon Chaos,PS2,,Action,Konami Digital Entertainment,0.01,0.01,0.01,0.01,0.04,2012
27472,U-Sing  2,Wii,2010,Misc,Mindscape,0.01,0.01,0.01,0.01,0.04,2010
27473,U-Sing  2,Wii,2010,Misc,Mindscape,0.01,0.01,0.01,0.01,0.04,2015
27474,U-Sing  2,Wii,2010,Misc,Mindscape,0.01,0.01,0.01,0.01,0.04,2016
27475,U-Sing  2,Wii,2010,Misc,Mindscape,0.01,0.01,0.01,0.01,0.04,2020
27476,Road Trip,PS2,2002,Racing,Play It,0.01,0.01,0.01,0.01,0.04,2002
27477,Road Trip,PS2,2002,Racing,Play It,0.01,0.01,0.01,0.01,0.04,2010
